DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231613936,11/10/2023 0:00,11/9/2023 0:00,2200,16,Foothill,1621,1,520,VEHICLE - ATTEMPT STOLEN,1307 1609,25,F,H,101,STREET,,,IC,Invest Cont,520,,,,13900    DAVENTRY                     ST,,34.2654,-118.4356
230220778,11/10/2023 0:00,11/9/2023 0:00,2130,2,Rampart,235,2,354,THEFT OF IDENTITY,0100 0929,57,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 S  CARONDELET                   ST,,34.0683,-118.2748
231819469,11/16/2023 0:00,11/9/2023 0:00,1500,18,Southeast,1841,2,624,BATTERY - SIMPLE ASSAULT,1822 0444,44,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10400 S  HOOVER                       ST,,33.9423,-118.287
230319566,11/9/2023 0:00,11/9/2023 0:00,1130,3,Southwest,396,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0360 0561 1202 1242 2004 0432,60,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,900 W  VERNON                       AV,,34.0073,-118.2894
231819101,11/9/2023 0:00,11/9/2023 0:00,1315,18,Southeast,1841,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0913 0417 1202,63,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302,BLUNT INSTRUMENT,IC,Invest Cont,230,,,,800 W  111TH                        ST,,33.9346,-118.2894
231015830,11/9/2023 0:00,11/9/2023 0:00,20,10,West Valley,1083,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1309 0913 1817,46,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,18500    TARZANA                      DR,,34.1529,-118.5457
231717461,11/9/2023 0:00,11/9/2023 0:00,1115,17,Devonshire,1743,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,0,X,X,718,MASSAGE PARLOR,,,IC,Invest Cont,740,,,,18600    DEVONSHIRE                   ST,,34.2609,-118.5346
230716983,11/10/2023 0:00,11/9/2023 0:00,2100,7,Wilshire,701,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1606 1822 0344,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,,500 N  HAYWORTH                     AV,,34.0802,-118.3627
231320366,11/9/2023 0:00,11/9/2023 0:00,900,13,Newton,1321,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,LOS ANGELES                  ST,23RD                         ST,34.0268,-118.2659
230319787,11/10/2023 0:00,11/9/2023 0:00,2100,3,Southwest,336,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1606 0385 1300 0344,20,F,H,101,STREET,,,IC,Invest Cont,331,,,,2200 W  30TH                         ST,,34.0274,-118.3151
231223132,11/10/2023 0:00,11/9/2023 0:00,2005,12,77th Street,1269,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,53,F,B,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,740,,,,700 E  80TH                         ST,,33.9665,-118.263
231015732,11/10/2023 0:00,11/9/2023 0:00,2200,10,West Valley,1012,1,310,BURGLARY,1822 1607 0344 0321 1414 1420,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,18500    SHERMAN                      WY,,34.2012,-118.5384
230617645,11/9/2023 0:00,11/9/2023 0:00,840,6,Hollywood,635,1,310,BURGLARY,1822 2004 1402,30,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,6600    BONAIR                       PL,,34.1063,-118.3363
230816674,11/9/2023 0:00,11/9/2023 0:00,710,8,West LA,817,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,10800    WEYBURN                      AV,,34.0623,-118.4434
231115578,11/10/2023 0:00,11/9/2023 0:00,910,11,Northeast,1132,1,310,BURGLARY,0358 0344,67,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3300    LEY                          DR,,34.1139,-118.2792
230301033,11/9/2023 0:00,11/9/2023 0:00,1155,3,Southwest,337,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 1402 0445,22,M,H,102,SIDEWALK,204,FOLDING KNIFE,AO,Adult Other,230,,,,WESTERN                      AV,29TH                         PL,34.0283,-118.3089
231916451,11/10/2023 0:00,11/9/2023 0:00,1300,19,Mission,1921,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 0416,36,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,12600    SAN FERNANDO                 RD,,34.3098,-118.4729
230617677,11/10/2023 0:00,11/9/2023 0:00,1800,6,Hollywood,636,2,624,BATTERY - SIMPLE ASSAULT,0913 0361 1822 0400 0444,33,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1800    WHITLEY                      AV,,34.1035,-118.3334
232100888,11/9/2023 0:00,11/9/2023 0:00,1350,21,Topanga,2146,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 1300 1813 2000 1420 0913,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",307,VEHICLE,IC,Invest Cont,236,,,,6900    REMMET                       AV,,34.1956,-118.6003
231420019,11/9/2023 0:00,11/9/2023 0:00,300,14,Pacific,1431,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 2004 1218 2034 0508,64,M,W,108,PARKING LOT,312,PIPE/METAL PIPE,IC,Invest Cont,230,,,,MAIN,WINDWARD,33.9884,-118.4713
231916486,11/10/2023 0:00,11/9/2023 0:00,200,19,Mission,1909,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1817 2024 1258 0551,13,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,13600    GAVINA                       AV,,34.3184,-118.4008
231916511,11/11/2023 0:00,11/9/2023 0:00,1045,19,Mission,1918,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,12900    DRONFIELD                    AV,,34.3048,-118.4333
230220731,11/9/2023 0:00,11/9/2023 0:00,1830,2,Rampart,279,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0416 1822,49,M,H,122,"VEHICLE, PASSENGER/TRUCK",511,VERBAL THREAT,IC,Invest Cont,930,,,,8TH                          ST,BIXEL,34.0481,-118.2712
231819137,11/9/2023 0:00,11/9/2023 0:00,1625,18,Southeast,1824,1,210,ROBBERY,1822 0342 0216 1251 1259 0305 0370 0344,15,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,103RD                        ST,MCKINLEY,33.9433,-118.2608
230515650,11/9/2023 0:00,11/9/2023 0:00,700,5,Harbor,541,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 1218 2004 1309 1310 1258 0416 0553 0602,13,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,,,WESTERN                      AV,PARK WESTERN                 DR,33.7522,-118.3089
230220845,11/11/2023 0:00,11/9/2023 0:00,330,2,Rampart,204,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,35,F,O,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,3400    LARISSA                      DR,,34.0871,-118.2769
230617667,11/9/2023 0:00,11/9/2023 0:00,2230,6,Hollywood,645,1,210,ROBBERY,0400 0416 0344 0446 1218 0913 0390,39,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,HOLLYWOOD,HIGHLAND,34.1016,-118.3387
231015726,11/10/2023 0:00,11/9/2023 0:00,2230,10,West Valley,1018,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 2002 0522 0302 0334 1239 1206 1823 0940 0400,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,230,,,,7300    HASKELL                      AV,,34.2074,-118.4794
230617965,11/17/2023 0:00,11/9/2023 0:00,1005,6,Hollywood,627,2,354,THEFT OF IDENTITY,1822 0929,44,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2200    VISTA DEL MAR                AV,,34.1104,-118.3236
231115667,11/12/2023 0:00,11/9/2023 0:00,1335,11,Northeast,1143,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251,16,F,H,721,HIGH SCHOOL,,,IC,Invest Cont,440,,,,3900    TRACY                        ST,,34.1072,-118.277
230123696,11/9/2023 0:00,11/9/2023 0:00,1340,1,Central,155,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1253 1309 1300 1822 0910,42,M,B,101,STREET,307,VEHICLE,AO,Adult Other,230,,,,5TH,WALL,34.0449,-118.2458
231222866,11/10/2023 0:00,11/9/2023 0:00,1530,12,77th Street,1233,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,2000 W  60TH                         ST,,33.9856,-118.3152
230319779,11/10/2023 0:00,11/9/2023 0:00,1500,3,Southwest,358,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1251,19,M,W,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,440,,,,800 W  34TH                         ST,,34.0226,-118.2838
231916432,11/10/2023 0:00,11/9/2023 0:00,1100,19,Mission,1977,2,662,"BUNCO, GRAND THEFT",0800 0344,67,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,13500    MONTAGUE                     ST,,34.2367,-118.4262
232116240,11/9/2023 0:00,11/9/2023 0:00,15,21,Topanga,2189,1,310,BURGLARY,0344 1606,44,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,20200    VENTURA                      BL,,34.1702,-118.5729
230220840,11/10/2023 0:00,11/9/2023 0:00,600,2,Rampart,257,2,354,THEFT OF IDENTITY,0377 0930 0929,26,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600    LUCAS                        AV,,34.0552,-118.2675
231819164,11/10/2023 0:00,11/9/2023 0:00,2030,18,Southeast,1803,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,18,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,500 E  MANCHESTER                   AV,,33.9601,-118.2666
231613937,11/9/2023 0:00,11/9/2023 0:00,1345,16,Foothill,1668,2,624,BATTERY - SIMPLE ASSAULT,2004 0444 0416 1822,41,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7000    ST ESTABAN                   ST,,34.2464,-118.2838
232116254,11/9/2023 0:00,11/9/2023 0:00,1215,21,Topanga,2136,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,53,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,21700    SHERMAN                      WY,,34.2047,-118.5994
230124140,11/15/2023 0:00,11/9/2023 0:00,1600,1,Central,164,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 S  SPRING                       ST,,34.046,-118.251
230916187,11/9/2023 0:00,11/9/2023 0:00,925,9,Van Nuys,963,2,354,THEFT OF IDENTITY,1501 1822,25,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,14700    MAGNOLIA                     BL,,34.1649,-118.4531
231717510,11/11/2023 0:00,11/9/2023 0:00,2330,17,Devonshire,1722,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218 1822,35,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,21400    DEVONSHIRE                   ST,,34.2607,-118.6025
231717377,11/9/2023 0:00,11/9/2023 0:00,2041,17,Devonshire,1799,2,946,OTHER MISCELLANEOUS CRIME,1402 1501,0,X,X,108,PARKING LOT,,,IC,Invest Cont,946,998,,,15700    ROSCOE                       BL,,34.2249,-118.4792
230319581,11/11/2023 0:00,11/9/2023 0:00,1205,3,Southwest,325,2,625,OTHER ASSAULT,0356 1822 2004,52,F,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,VERMONT,JEFFERSON,34.0307,-118.2923
230717087,11/13/2023 0:00,11/9/2023 0:00,2215,7,Wilshire,745,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,90,F,J,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,,800 S  SYCAMORE                     AV,,34.0605,-118.3436
230123736,11/10/2023 0:00,11/9/2023 0:00,2200,1,Central,154,1,330,BURGLARY FROM VEHICLE,0329 0344 1300 1307,31,M,H,101,STREET,,,IC,Invest Cont,330,,,,6TH,LOS ANGELES,34.0446,-118.249
231819378,11/14/2023 0:00,11/9/2023 0:00,30,18,Southeast,1831,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0411,52,M,B,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,230,,,,12600 S  VERMONT                      AV,,33.9176,-118.2916
231717693,11/10/2023 0:00,11/9/2023 0:00,2130,17,Devonshire,1716,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609 1307,42,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,12000    BAMBI                        PL,,34.2887,-118.5074
230319462,11/9/2023 0:00,11/9/2023 0:00,1100,3,Southwest,397,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1251 1259 1822 2032,14,M,H,721,HIGH SCHOOL,,,IC,Invest Cont,341,,,,4100 S  VERMONT                      AV,,34.0073,-118.298
230123701,11/9/2023 0:00,11/9/2023 0:00,1400,1,Central,164,2,624,BATTERY - SIMPLE ASSAULT,0448 0400,34,M,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 W  7TH                          ST,,34.0446,-118.2507
230123661,11/9/2023 0:00,11/9/2023 0:00,1330,1,Central,176,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8TH,LOS ANGELES,34.0413,-118.2517
230716994,11/9/2023 0:00,11/9/2023 0:00,2000,7,Wilshire,724,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1309 0416,43,M,H,108,PARKING LOT,307,VEHICLE,IC,Invest Cont,230,,,,100    THE GROVE                    DR,,34.0736,-118.3563
232018150,11/13/2023 0:00,11/9/2023 0:00,645,20,Olympic,2014,1,330,BURGLARY FROM VEHICLE,0329 0344 0385 0913,0,,,101,STREET,,,IC,Invest Cont,330,,,,W  1ST                          ST,N  KINGSLEY                     DR,34.0737,-118.3029
231222830,11/10/2023 0:00,11/9/2023 0:00,1730,12,77th Street,1204,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,1000 W  47TH                         ST,,34.0006,-118.2915
231015738,11/9/2023 0:00,11/9/2023 0:00,727,10,West Valley,1023,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1420,30,M,H,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,19000    SHERMAN                      WY,,34.201,-118.5475
232017734,11/9/2023 0:00,11/9/2023 0:00,438,20,Olympic,2079,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300    MENLO                        AV,,34.0473,-118.2904
230716967,11/10/2023 0:00,11/9/2023 0:00,1100,7,Wilshire,745,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5400    SAN VICENTE                  BL,,34.053,-118.3517
231320350,11/9/2023 0:00,11/9/2023 0:00,920,13,Newton,1383,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0419 0416 0913 1813 0446 1300,25,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,100 E  59TH                         PL,,33.986,-118.2739
232116389,11/12/2023 0:00,11/9/2023 0:00,1513,21,Topanga,2156,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),325,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,6600    TOPANGA CANYON               BL,,34.1904,-118.6059
231320387,11/10/2023 0:00,11/9/2023 0:00,1835,13,Newton,1317,1,330,BURGLARY FROM VEHICLE,0344 1307,29,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330,,,,1800 E  16TH                         ST,,34.0232,-118.2414
230617852,11/15/2023 0:00,11/9/2023 0:00,2140,6,Hollywood,648,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300,47,M,A,101,STREET,,,IC,Invest Cont,331,,,,5500    CARLTON                      WY,,34.1005,-118.3092
230816718,11/9/2023 0:00,11/9/2023 0:00,1615,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
231015787,11/12/2023 0:00,11/9/2023 0:00,310,10,West Valley,1015,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1602 0385 0344,80,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,7300    NEWCASTLE                    AV,,34.2033,-118.5251
230319549,11/9/2023 0:00,11/9/2023 0:00,830,3,Southwest,315,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 0913,34,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,2600 S  MANHATTAN                    PL,,34.0327,-118.3101
230916213,11/10/2023 0:00,11/9/2023 0:00,2115,9,Van Nuys,981,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 1814,43,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4400 N  SEPULVEDA                    BL,,34.15,-118.4674
231420417,11/15/2023 0:00,11/9/2023 0:00,1415,14,Pacific,1469,1,330,BURGLARY FROM VEHICLE,1609 0321 0329 0344 1300,37,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,7100    ALVERN                       ST,,33.9752,-118.3772
232017794,11/10/2023 0:00,11/9/2023 0:00,320,20,Olympic,2074,1,210,ROBBERY,0216 0303 0334 0337 0342 0344 1309 1310 1312 1822,46,F,A,110,FREEWAY,106,UNKNOWN FIREARM,IC,Invest Cont,210,,,,SANTA MONICA                 FY,NORMANDIE                    AV,34.0437,-118.3029
230414267,11/9/2023 0:00,11/9/2023 0:00,1500,4,Hollenbeck,464,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 2004 0400 0421 1218,51,F,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,,,,CESAR E CHAVEZ               AV,SOTO                         ST,34.0468,-118.2078
230515641,11/9/2023 0:00,11/9/2023 0:00,400,5,Harbor,521,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400    WESTMONT                     DR,,33.7646,-118.287
231223213,11/16/2023 0:00,11/9/2023 0:00,1230,12,77th Street,1268,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 1202 0344 0346 0602 0360,68,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,,,,200 W  83RD                         ST,,33.9642,-118.2761
231115738,11/13/2023 0:00,11/9/2023 0:00,2159,11,Northeast,1133,2,354,THEFT OF IDENTITY,0928 1822,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3200    GLENHURST                    AV,,34.1114,-118.2571
230617676,11/10/2023 0:00,11/9/2023 0:00,830,6,Hollywood,645,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,235,PHARMACY INSIDE STORE OR SUPERMARKET*,,,IC,Invest Cont,442,,,,7000    HOLLYWOOD                    BL,,34.1015,-118.3417
232017761,11/10/2023 0:00,11/9/2023 0:00,1700,20,Olympic,2036,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,7TH,NEW HAMPSHIRE,34.0598,-118.2929
230220834,11/9/2023 0:00,11/9/2023 0:00,1125,2,Rampart,205,2,354,THEFT OF IDENTITY,0377 0927,34,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2700    BELLEVUE                     AV,,34.0804,-118.275
230716957,11/9/2023 0:00,11/9/2023 0:00,1545,7,Wilshire,701,1,210,ROBBERY,0305 0416 0429 0346 0377 0390,45,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,CLINTON                      ST,SWEETZER,34.0815,-118.3703
230319554,11/10/2023 0:00,11/9/2023 0:00,1730,3,Southwest,394,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1267 1606 1608 1822,46,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,4300 S  VAN NESS                     AV,,34.0072,-118.3201
232017836,11/11/2023 0:00,11/9/2023 0:00,925,20,Olympic,2024,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1822 2004 1251,26,F,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WESTERN                      AV,6TH                          ST,34.0635,-118.3091
230123705,11/9/2023 0:00,11/9/2023 0:00,1710,1,Central,154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,55,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500 S  LOS ANGELES                  ST,,34.046,-118.2493
231222829,11/10/2023 0:00,11/9/2023 0:00,1720,12,77th Street,1245,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BUDLONG,62ND                         ST,33.9832,-118.2959
230816773,11/11/2023 0:00,11/9/2023 0:00,1645,8,West LA,881,2,660,COUNTERFEIT,1822 0325 0342,0,X,X,407,HARDWARE/BUILDING SUPPLY,,,IC,Invest Cont,660,,,,2000 S  BUNDY                        DR,,34.0339,-118.4555
231517352,11/10/2023 0:00,11/9/2023 0:00,1925,15,N Hollywood,1538,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0446,60,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,11300    TIARA                        ST,,34.1785,-118.377
231420377,11/9/2023 0:00,11/9/2023 0:00,205,14,Pacific,1458,1,330,BURGLARY FROM VEHICLE,0385 0344 1300,21,F,H,101,STREET,,,IC,Invest Cont,330,,,,11400    CULVER                       BL,,34.001,-118.4129
230716953,11/9/2023 0:00,11/9/2023 0:00,2030,7,Wilshire,724,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,6300 W  3RD                          ST,,34.0735,-118.3571
230916440,11/16/2023 0:00,11/9/2023 0:00,427,9,Van Nuys,971,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1501,30,M,H,118,CONSTRUCTION SITE,,,IC,Invest Cont,331,,,,4800 N  SEPULVEDA                    BL,,34.1576,-118.4661
230123711,11/9/2023 0:00,11/9/2023 0:00,2055,1,Central,182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1200 S  FIGUEROA                     ST,,34.0419,-118.2669
230716944,11/9/2023 0:00,11/9/2023 0:00,900,7,Wilshire,722,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822,0,X,X,417,THE BEVERLY CONNECTION,,,IC,Invest Cont,343,,,,8400    BEVERLY                      BL,,34.0761,-118.3732
231701356,11/9/2023 0:00,11/9/2023 0:00,1855,17,Devonshire,1793,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1817 1402 1100 0450 0913 1407,28,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,230,998,,,19000    PARTHENIA                    ST,,34.2282,-118.547
231420525,11/18/2023 0:00,11/9/2023 0:00,1350,14,Pacific,1494,1,330,BURGLARY FROM VEHICLE,1822 0358 0344,36,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,6100    WESTCHESTER                  PK,,33.942,-118.4095
232116222,11/9/2023 0:00,11/9/2023 0:00,100,21,Topanga,2136,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0447 1813 2000,28,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,7200    TOPANGA CANYON               BL,,34.201,-118.606
231115662,11/12/2023 0:00,11/9/2023 0:00,2230,11,Northeast,1162,1,330,BURGLARY FROM VEHICLE,0344 1302,38,M,O,101,STREET,,,IC,Invest Cont,330,,,,4300 W  SUNSET                       BL,,34.0947,-118.2828
